Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_2577	2253	1160
QPX_transcriptome_v1_Contig_2578	1350	1531
QPX_transcriptome_v1_Contig_2579	1276	532
QPX_transcriptome_v1_Contig_258	23892	9557
QPX_transcriptome_v1_Contig_2580	4444	2467
QPX_transcriptome_v1_Contig_2581	2638	2082
QPX_transcriptome_v1_Contig_2582	1309	326
QPX_transcriptome_v1_Contig_2583	927	340
QPX_transcriptome_v1_Contig_2584	2833	973
QPX_transcriptome_v1_Contig_2585	3775	1889
QPX_transcriptome_v1_Contig_2586	3877	1130
QPX_transcriptome_v1_Contig_2587	5250	2715
QPX_transcriptome_v1_Contig_2588	5502	1982
QPX_transcriptome_v1_Contig_2589	1325	715
QPX_transcriptome_v1_Contig_259	11244	2730
QPX_transcriptome_v1_Contig_2590	623	266
QPX_transcriptome_v1_Contig_2591	751	223
QPX_transcriptome_v1_Contig_2592	8488	2942
QPX_transcriptome_v1_Contig_2593	5334	3798
QPX_transcriptome_v1_Contig_2594	4498	2271
QPX_transcriptome_v1_Contig_2595	2513	1626
QPX_transcriptome_v1_Contig_2596	7754	4657
QPX_transcriptome_v1_Contig_2597	927	516
QPX_transcriptome_v1_Contig_2598	2791	1893
QPX_transcriptome_v1_Contig_2599	3242	1612
QPX_transcriptome_v1_Contig_26	83683	61742
QPX_transcriptome_v1_Contig_260	2871	1296
QPX_transcriptome_v1_Contig_2600	851	279
QPX_transcriptome_v1_Contig_2601	1898	1801
QPX_transcriptome_v1_Contig_2602	3177	1962
QPX_transcriptome_v1_Contig_2603	1896	616
QPX_transcriptome_v1_Contig_2604	3658	2659
QPX_transcriptome_v1_Contig_2605	2111	281
QPX_transcriptome_v1_Contig_2606	13153	11444
QPX_transcriptome_v1_Contig_2607	2263	1420
QPX_transcriptome_v1_Contig_2608	955	496
QPX_transcriptome_v1_Contig_2609	758	626
QPX_transcriptome_v1_Contig_261	19883	5745
QPX_transcriptome_v1_Contig_2610	2178	1592
QPX_transcriptome_v1_Contig_2611	491	372
QPX_transcriptome_v1_Contig_2612	5016	1338
QPX_transcriptome_v1_Contig_2613	1281	808
QPX_transcriptome_v1_Contig_2614	3284	1326
QPX_transcriptome_v1_Contig_2615	1470	711
QPX_transcriptome_v1_Contig_2616	4048	1481
QPX_transcriptome_v1_Contig_2617	1622	510
QPX_transcriptome_v1_Contig_2618	1803	992
QPX_transcriptome_v1_Contig_2619	1576	394
QPX_transcriptome_v1_Contig_262	308	202
QPX_transcriptome_v1_Contig_2620	8709	6284
QPX_transcriptome_v1_Contig_2621	1231	690
QPX_transcriptome_v1_Contig_2622	1871	1147
QPX_transcriptome_v1_Contig_2623	821	501
QPX_transcriptome_v1_Contig_2624	716	482
QPX_transcriptome_v1_Contig_2625	173	121
QPX_transcriptome_v1_Contig_2626	2623	1711
QPX_transcriptome_v1_Contig_2627	975	595
QPX_transcriptome_v1_Contig_2628	676	405
QPX_transcriptome_v1_Contig_2629	911	266
QPX_transcriptome_v1_Contig_263	15160	3894
QPX_transcriptome_v1_Contig_2630	2395	846
QPX_transcriptome_v1_Contig_2631	9714	3960
QPX_transcriptome_v1_Contig_2632	14028	11954
QPX_transcriptome_v1_Contig_2633	3694	1285
QPX_transcriptome_v1_Contig_2634	5841	4281
QPX_transcriptome_v1_Contig_2635	5187	3460
QPX_transcriptome_v1_Contig_2636	9823	7469
QPX_transcriptome_v1_Contig_2637	3317	2660
QPX_transcriptome_v1_Contig_2638	1056	389
QPX_transcriptome_v1_Contig_2639	16262	5167
QPX_transcriptome_v1_Contig_264	61551	29644
QPX_transcriptome_v1_Contig_2640	155	94
QPX_transcriptome_v1_Contig_2641	4627	3233
QPX_transcriptome_v1_Contig_2642	7859	2263
QPX_transcriptome_v1_Contig_2643	1334	512
QPX_transcriptome_v1_Contig_2644	791	327
QPX_transcriptome_v1_Contig_2645	1043	984
QPX_transcriptome_v1_Contig_2646	1103	860
QPX_transcriptome_v1_Contig_2647	5669	2188
QPX_transcriptome_v1_Contig_2648	2054	2511
QPX_transcriptome_v1_Contig_2649	6407	3571
QPX_transcriptome_v1_Contig_265	11185	5206
QPX_transcriptome_v1_Contig_2650	5480	2857
QPX_transcriptome_v1_Contig_2651	4553	4884
QPX_transcriptome_v1_Contig_2652	1383	900
QPX_transcriptome_v1_Contig_2653	7804	1321
QPX_transcriptome_v1_Contig_2654	185	180
QPX_transcriptome_v1_Contig_2655	486	236
QPX_transcriptome_v1_Contig_2656	5812	2615
QPX_transcriptome_v1_Contig_2657	2805	1261
QPX_transcriptome_v1_Contig_2658	1502	816
QPX_transcriptome_v1_Contig_2659	3746	2603
QPX_transcriptome_v1_Contig_266	7050	2329
QPX_transcriptome_v1_Contig_2660	518	167
QPX_transcriptome_v1_Contig_2661	2604	1897
QPX_transcriptome_v1_Contig_2662	1168	724
QPX_transcriptome_v1_Contig_2663	158	158
QPX_transcriptome_v1_Contig_2664	1844	430
QPX_transcriptome_v1_Contig_2665	2324	2200
QPX_transcriptome_v1_Contig_2666	308	128
QPX_transcriptome_v1_Contig_2667	10346	3076
QPX_transcriptome_v1_Contig_2668	1045	689
QPX_transcriptome_v1_Contig_2669	2155	781
QPX_transcriptome_v1_Contig_267	8636	4880
QPX_transcriptome_v1_Contig_2670	2604	800
QPX_transcriptome_v1_Contig_2671	654	530
QPX_transcriptome_v1_Contig_2672	646	273
QPX_transcriptome_v1_Contig_2673	613	254
QPX_transcriptome_v1_Contig_2674	748	554
QPX_transcriptome_v1_Contig_2675	2694	1657
QPX_transcriptome_v1_Contig_2676	895	327
QPX_transcriptome_v1_Contig_2677	5466	2144
QPX_transcriptome_v1_Contig_2678	7884	4274
QPX_transcriptome_v1_Contig_2679	1277	431
QPX_transcriptome_v1_Contig_268	100476	74081
QPX_transcriptome_v1_Contig_2680	2484	580
QPX_transcriptome_v1_Contig_2681	4163	2522
QPX_transcriptome_v1_Contig_2682	3823	1481
QPX_transcriptome_v1_Contig_2683	1909	1365
QPX_transcriptome_v1_Contig_2684	452	421
QPX_transcriptome_v1_Contig_2685	2890	2212
QPX_transcriptome_v1_Contig_2686	1165	694
QPX_transcriptome_v1_Contig_2687	994	473
QPX_transcriptome_v1_Contig_2688	540	399
QPX_transcriptome_v1_Contig_2689	1225	787
QPX_transcriptome_v1_Contig_269	1797	564
QPX_transcriptome_v1_Contig_2690	3091	1791
QPX_transcriptome_v1_Contig_2691	4235	1700
QPX_transcriptome_v1_Contig_2692	800	70
QPX_transcriptome_v1_Contig_2693	328	65
QPX_transcriptome_v1_Contig_2694	3780	4538
QPX_transcriptome_v1_Contig_2695	2855	1786
QPX_transcriptome_v1_Contig_2696	6617	4897
QPX_transcriptome_v1_Contig_2697	412	149
QPX_transcriptome_v1_Contig_2698	7761	3257
QPX_transcriptome_v1_Contig_2699	772	651
QPX_transcriptome_v1_Contig_27	46345	57148
QPX_transcriptome_v1_Contig_270	1987	1110
QPX_transcriptome_v1_Contig_2700	119	151
QPX_transcriptome_v1_Contig_2701	1190	242
QPX_transcriptome_v1_Contig_2702	2009	704
QPX_transcriptome_v1_Contig_2703	21161	7241
QPX_transcriptome_v1_Contig_2704	255	97
QPX_transcriptome_v1_Contig_2705	2250	553
QPX_transcriptome_v1_Contig_2706	10062	3549
QPX_transcriptome_v1_Contig_2707	109	91
QPX_transcriptome_v1_Contig_2708	499	309
QPX_transcriptome_v1_Contig_2709	3776	1315
QPX_transcriptome_v1_Contig_271	1540	125
QPX_transcriptome_v1_Contig_2710	3854	1116
QPX_transcriptome_v1_Contig_2711	5011	2498
QPX_transcriptome_v1_Contig_2712	6768	1809
QPX_transcriptome_v1_Contig_2713	3717	1523
QPX_transcriptome_v1_Contig_2714	1223	540
QPX_transcriptome_v1_Contig_2715	10190	3008
QPX_transcriptome_v1_Contig_2716	9875	2819
QPX_transcriptome_v1_Contig_2717	2653	980
QPX_transcriptome_v1_Contig_2718	2119	1916
QPX_transcriptome_v1_Contig_2719	1604	1321
QPX_transcriptome_v1_Contig_272	8136	5510
QPX_transcriptome_v1_Contig_2720	1849	2189
QPX_transcriptome_v1_Contig_2721	2784	1715
QPX_transcriptome_v1_Contig_2722	154	84
QPX_transcriptome_v1_Contig_2723	748	514
QPX_transcriptome_v1_Contig_2724	2961	1527
QPX_transcriptome_v1_Contig_2725	347	265
QPX_transcriptome_v1_Contig_2726	3067	1546
QPX_transcriptome_v1_Contig_2727	1190	469
QPX_transcriptome_v1_Contig_2728	1889	1384
QPX_transcriptome_v1_Contig_2729	2208	2025
QPX_transcriptome_v1_Contig_273	197	144
QPX_transcriptome_v1_Contig_2730	1006	511
QPX_transcriptome_v1_Contig_2731	237	115
QPX_transcriptome_v1_Contig_2732	3057	1243
QPX_transcriptome_v1_Contig_2733	7626	1446
QPX_transcriptome_v1_Contig_2734	3206	3295
QPX_transcriptome_v1_Contig_2735	5040	1987
QPX_transcriptome_v1_Contig_2736	8877	3338
QPX_transcriptome_v1_Contig_2737	786	357
QPX_transcriptome_v1_Contig_2738	1073	330
QPX_transcriptome_v1_Contig_2739	714	481
QPX_transcriptome_v1_Contig_274	5554	1509
QPX_transcriptome_v1_Contig_2740	2611	1725
QPX_transcriptome_v1_Contig_2741	1618	828
QPX_transcriptome_v1_Contig_2742	1856	845
QPX_transcriptome_v1_Contig_2743	468	181
QPX_transcriptome_v1_Contig_2744	1017	428
QPX_transcriptome_v1_Contig_2745	3954	1523
QPX_transcriptome_v1_Contig_2746	3760	2245
QPX_transcriptome_v1_Contig_2747	3770	937
QPX_transcriptome_v1_Contig_2748	2188	2097
QPX_transcriptome_v1_Contig_2749	3128	525
QPX_transcriptome_v1_Contig_275	21024	5989
QPX_transcriptome_v1_Contig_2750	25674	19759
QPX_transcriptome_v1_Contig_2751	185	71
QPX_transcriptome_v1_Contig_2752	2647	638
QPX_transcriptome_v1_Contig_2753	3127	1400
QPX_transcriptome_v1_Contig_2754	2629	1256
QPX_transcriptome_v1_Contig_2755	7277	3188
QPX_transcriptome_v1_Contig_2756	2450	1681
QPX_transcriptome_v1_Contig_2757	1464	613
QPX_transcriptome_v1_Contig_2758	6439	2645
QPX_transcriptome_v1_Contig_2759	5514	2402
QPX_transcriptome_v1_Contig_276	17788	8397
QPX_transcriptome_v1_Contig_2760	6444	3583
QPX_transcriptome_v1_Contig_2761	3270	1905
QPX_transcriptome_v1_Contig_2762	751	440
QPX_transcriptome_v1_Contig_2763	311	150
QPX_transcriptome_v1_Contig_2764	5749	5539
QPX_transcriptome_v1_Contig_2765	56	95
QPX_transcriptome_v1_Contig_2766	2614	2138
QPX_transcriptome_v1_Contig_2767	634	227
QPX_transcriptome_v1_Contig_2768	1927	1276
QPX_transcriptome_v1_Contig_2769	3693	2259
QPX_transcriptome_v1_Contig_277	33024	18224
QPX_transcriptome_v1_Contig_2770	944	310
QPX_transcriptome_v1_Contig_2771	5369	3332
QPX_transcriptome_v1_Contig_2772	7800	2635
QPX_transcriptome_v1_Contig_2773	2686	1947
QPX_transcriptome_v1_Contig_2774	3959	1046
QPX_transcriptome_v1_Contig_2775	1350	1326
QPX_transcriptome_v1_Contig_2776	306	215
QPX_transcriptome_v1_Contig_2777	365	210
QPX_transcriptome_v1_Contig_2778	1092	348
QPX_transcriptome_v1_Contig_2779	235	76
QPX_transcriptome_v1_Contig_278	6063	4724
QPX_transcriptome_v1_Contig_2780	1608	1127
QPX_transcriptome_v1_Contig_2781	591	353
QPX_transcriptome_v1_Contig_2782	1095	586
QPX_transcriptome_v1_Contig_2783	695	396
QPX_transcriptome_v1_Contig_2784	4761	2698
QPX_transcriptome_v1_Contig_2785	3231	1295
QPX_transcriptome_v1_Contig_2786	3487	1378
QPX_transcriptome_v1_Contig_2787	1801	798
QPX_transcriptome_v1_Contig_2788	287	146
QPX_transcriptome_v1_Contig_2789	3772	2017
QPX_transcriptome_v1_Contig_279	8028	2669
QPX_transcriptome_v1_Contig_2790	2020	875
QPX_transcriptome_v1_Contig_2791	2110	640
QPX_transcriptome_v1_Contig_2792	1528	1135
QPX_transcriptome_v1_Contig_2793	1174	452
QPX_transcriptome_v1_Contig_2794	2908	1477
QPX_transcriptome_v1_Contig_2795	2583	793
QPX_transcriptome_v1_Contig_2796	742	237
QPX_transcriptome_v1_Contig_2797	1506	472
QPX_transcriptome_v1_Contig_2798	2365	830
QPX_transcriptome_v1_Contig_2799	3931	2254
QPX_transcriptome_v1_Contig_28	1715	552
QPX_transcriptome_v1_Contig_280	56539	25844
QPX_transcriptome_v1_Contig_2800	2635	1279
QPX_transcriptome_v1_Contig_2801	913	382
QPX_transcriptome_v1_Contig_2802	2287	361
QPX_transcriptome_v1_Contig_2803	1019	533
QPX_transcriptome_v1_Contig_2804	3736	3684
QPX_transcriptome_v1_Contig_2805	2087	2245
QPX_transcriptome_v1_Contig_2806	1677	1179
QPX_transcriptome_v1_Contig_2807	1057	180
QPX_transcriptome_v1_Contig_2808	2728	635
QPX_transcriptome_v1_Contig_2809	822	376
QPX_transcriptome_v1_Contig_281	214	144
QPX_transcriptome_v1_Contig_2810	5159	4321
QPX_transcriptome_v1_Contig_2811	4502	1132
QPX_transcriptome_v1_Contig_2812	3052	2575
QPX_transcriptome_v1_Contig_2813	944	457
QPX_transcriptome_v1_Contig_2814	210	130
QPX_transcriptome_v1_Contig_2815	5741	2600
QPX_transcriptome_v1_Contig_2816	770	312
QPX_transcriptome_v1_Contig_2817	1791	1211
QPX_transcriptome_v1_Contig_2818	2655	1787
QPX_transcriptome_v1_Contig_2819	2776	1799
QPX_transcriptome_v1_Contig_282	33280	34938
QPX_transcriptome_v1_Contig_2820	4713	2478
QPX_transcriptome_v1_Contig_2821	1313	1014
QPX_transcriptome_v1_Contig_2822	1724	653
QPX_transcriptome_v1_Contig_2823	95	140
QPX_transcriptome_v1_Contig_2824	92	54
QPX_transcriptome_v1_Contig_2825	4837	1591
QPX_transcriptome_v1_Contig_2826	7048	4413
QPX_transcriptome_v1_Contig_2827	12361	2981
QPX_transcriptome_v1_Contig_2828	1582	454
QPX_transcriptome_v1_Contig_2829	1024	531
QPX_transcriptome_v1_Contig_283	10581	5528
QPX_transcriptome_v1_Contig_2830	370	251
QPX_transcriptome_v1_Contig_2831	1025	399
QPX_transcriptome_v1_Contig_2832	12708	7738
QPX_transcriptome_v1_Contig_2833	1160	794
QPX_transcriptome_v1_Contig_2834	228	325
QPX_transcriptome_v1_Contig_2835	192	104
QPX_transcriptome_v1_Contig_2836	680	258
QPX_transcriptome_v1_Contig_2837	910	396
QPX_transcriptome_v1_Contig_2838	3116	1667
QPX_transcriptome_v1_Contig_2839	1043	445
QPX_transcriptome_v1_Contig_284	12819	6919
QPX_transcriptome_v1_Contig_2840	2104	1163
QPX_transcriptome_v1_Contig_2841	1126	1032
QPX_transcriptome_v1_Contig_2842	4681	1636
QPX_transcriptome_v1_Contig_2843	2183	1862
QPX_transcriptome_v1_Contig_2844	1386	911
QPX_transcriptome_v1_Contig_2845	2227	681
QPX_transcriptome_v1_Contig_2846	1995	1513
QPX_transcriptome_v1_Contig_2847	977	716
QPX_transcriptome_v1_Contig_2848	1102	378
QPX_transcriptome_v1_Contig_2849	1162	882
QPX_transcriptome_v1_Contig_285	21949	14085
QPX_transcriptome_v1_Contig_2850	2573	1447
QPX_transcriptome_v1_Contig_2851	2292	1892
QPX_transcriptome_v1_Contig_2852	3020	1100
QPX_transcriptome_v1_Contig_2853	10529	3772
QPX_transcriptome_v1_Contig_2854	1310	418
QPX_transcriptome_v1_Contig_2855	8553	2960
QPX_transcriptome_v1_Contig_2856	13938	5422
QPX_transcriptome_v1_Contig_2857	1243	453
QPX_transcriptome_v1_Contig_2858	2244	940
QPX_transcriptome_v1_Contig_2859	369	163
QPX_transcriptome_v1_Contig_286	27853	17699
QPX_transcriptome_v1_Contig_2860	1522	527
QPX_transcriptome_v1_Contig_2861	270	130
QPX_transcriptome_v1_Contig_2862	960	698
QPX_transcriptome_v1_Contig_2863	2403	1525
QPX_transcriptome_v1_Contig_2864	1533	538
QPX_transcriptome_v1_Contig_2865	417	312
QPX_transcriptome_v1_Contig_2866	5315	4008
QPX_transcriptome_v1_Contig_2867	12707	6508
QPX_transcriptome_v1_Contig_2868	363	711
QPX_transcriptome_v1_Contig_2869	1164	350
QPX_transcriptome_v1_Contig_287	85901	113570
QPX_transcriptome_v1_Contig_2870	809	392
QPX_transcriptome_v1_Contig_2871	1173	924
QPX_transcriptome_v1_Contig_2872	2821	957
QPX_transcriptome_v1_Contig_2873	4239	2525
QPX_transcriptome_v1_Contig_2874	2796	1768
QPX_transcriptome_v1_Contig_2875	5098	3461
QPX_transcriptome_v1_Contig_2876	6659	2896
QPX_transcriptome_v1_Contig_2877	2026	951
QPX_transcriptome_v1_Contig_2878	10626	4016
QPX_transcriptome_v1_Contig_2879	3207	1061
QPX_transcriptome_v1_Contig_288	16671	1313
QPX_transcriptome_v1_Contig_2880	5239	1801
QPX_transcriptome_v1_Contig_2881	2696	1592
QPX_transcriptome_v1_Contig_2882	336	178
QPX_transcriptome_v1_Contig_2883	5102	2350
QPX_transcriptome_v1_Contig_2884	175	132
QPX_transcriptome_v1_Contig_2885	2696	1264
QPX_transcriptome_v1_Contig_2886	641	230
QPX_transcriptome_v1_Contig_2887	4273	2368
QPX_transcriptome_v1_Contig_2888	2352	1369
QPX_transcriptome_v1_Contig_2889	3572	4459
QPX_transcriptome_v1_Contig_289	60512	27937
QPX_transcriptome_v1_Contig_2890	5175	2146
QPX_transcriptome_v1_Contig_2891	2678	1014
QPX_transcriptome_v1_Contig_2892	6055	4549
QPX_transcriptome_v1_Contig_2893	291	116
QPX_transcriptome_v1_Contig_2894	3016	1243
QPX_transcriptome_v1_Contig_2895	672	304
QPX_transcriptome_v1_Contig_2896	19281	11823
QPX_transcriptome_v1_Contig_2897	6563	2737
QPX_transcriptome_v1_Contig_2898	3854	1550
QPX_transcriptome_v1_Contig_2899	937	969
QPX_transcriptome_v1_Contig_29	6832	1051
QPX_transcriptome_v1_Contig_290	15327	13170
QPX_transcriptome_v1_Contig_2900	3113	1722
QPX_transcriptome_v1_Contig_2901	5730	1970
QPX_transcriptome_v1_Contig_2902	1006	830
QPX_transcriptome_v1_Contig_2903	3740	1506
QPX_transcriptome_v1_Contig_2904	3954	759
QPX_transcriptome_v1_Contig_2905	936	520
QPX_transcriptome_v1_Contig_2906	4767	2805
QPX_transcriptome_v1_Contig_2907	4152	1115
QPX_transcriptome_v1_Contig_2908	2767	2257
QPX_transcriptome_v1_Contig_2909	3670	2252
QPX_transcriptome_v1_Contig_291	15927	9906
QPX_transcriptome_v1_Contig_2910	1770	1193
QPX_transcriptome_v1_Contig_2911	656	132
QPX_transcriptome_v1_Contig_2912	645	163
QPX_transcriptome_v1_Contig_2913	161	141
QPX_transcriptome_v1_Contig_2914	2750	654
QPX_transcriptome_v1_Contig_2915	90	112
QPX_transcriptome_v1_Contig_2916	1184	300
QPX_transcriptome_v1_Contig_2917	746	152
QPX_transcriptome_v1_Contig_2918	859	520
QPX_transcriptome_v1_Contig_2919	3243	2692
QPX_transcriptome_v1_Contig_292	50101	178447
QPX_transcriptome_v1_Contig_2920	12444	8225
QPX_transcriptome_v1_Contig_2921	983	383
QPX_transcriptome_v1_Contig_2922	789	518
QPX_transcriptome_v1_Contig_2923	3161	1335
QPX_transcriptome_v1_Contig_2924	7034	1163
QPX_transcriptome_v1_Contig_2925	357	175
QPX_transcriptome_v1_Contig_2926	1173	610
QPX_transcriptome_v1_Contig_2927	824	434
QPX_transcriptome_v1_Contig_2928	1218	215
QPX_transcriptome_v1_Contig_2929	4802	2927
QPX_transcriptome_v1_Contig_293	444	82
QPX_transcriptome_v1_Contig_2930	4472	1398
QPX_transcriptome_v1_Contig_2931	1028	719
QPX_transcriptome_v1_Contig_2932	680	180
QPX_transcriptome_v1_Contig_2933	2157	1437
QPX_transcriptome_v1_Contig_2934	2506	1371
QPX_transcriptome_v1_Contig_2935	1933	884
QPX_transcriptome_v1_Contig_2936	1629	1455
QPX_transcriptome_v1_Contig_2937	576	216
QPX_transcriptome_v1_Contig_2938	1247	461
QPX_transcriptome_v1_Contig_2939	3718	2327
QPX_transcriptome_v1_Contig_294	6770	5447
QPX_transcriptome_v1_Contig_2940	2343	1063
QPX_transcriptome_v1_Contig_2941	147	184
QPX_transcriptome_v1_Contig_2942	3338	1198
QPX_transcriptome_v1_Contig_2943	518	147
QPX_transcriptome_v1_Contig_2944	1450	1018
QPX_transcriptome_v1_Contig_2945	1880	743
QPX_transcriptome_v1_Contig_2946	300	471
QPX_transcriptome_v1_Contig_2947	2160	1349
QPX_transcriptome_v1_Contig_2948	6671	5306
QPX_transcriptome_v1_Contig_2949	786	318
QPX_transcriptome_v1_Contig_295	2722	1659
QPX_transcriptome_v1_Contig_2950	1840	1481
QPX_transcriptome_v1_Contig_2951	702	189
QPX_transcriptome_v1_Contig_2952	6526	2636
QPX_transcriptome_v1_Contig_2953	418	453
QPX_transcriptome_v1_Contig_2954	573	641
QPX_transcriptome_v1_Contig_2955	2654	1190
QPX_transcriptome_v1_Contig_2956	749	439
QPX_transcriptome_v1_Contig_2957	260	272
QPX_transcriptome_v1_Contig_2958	141	141
QPX_transcriptome_v1_Contig_2959	2207	1271
QPX_transcriptome_v1_Contig_296	20537	12109
QPX_transcriptome_v1_Contig_2960	4714	2397
QPX_transcriptome_v1_Contig_2961	301	206
QPX_transcriptome_v1_Contig_2962	1588	620
QPX_transcriptome_v1_Contig_2963	1394	936
QPX_transcriptome_v1_Contig_2964	877	425
QPX_transcriptome_v1_Contig_2965	1341	704
QPX_transcriptome_v1_Contig_2966	2720	869
QPX_transcriptome_v1_Contig_2967	690	257
QPX_transcriptome_v1_Contig_2968	2147	1438
QPX_transcriptome_v1_Contig_2969	2446	3567
QPX_transcriptome_v1_Contig_297	8455	2785
QPX_transcriptome_v1_Contig_2970	545	67
QPX_transcriptome_v1_Contig_2971	554	225
QPX_transcriptome_v1_Contig_2972	1038	765
QPX_transcriptome_v1_Contig_2973	535	327
QPX_transcriptome_v1_Contig_2974	2704	1232
QPX_transcriptome_v1_Contig_2975	660	364
QPX_transcriptome_v1_Contig_2976	1949	942
QPX_transcriptome_v1_Contig_2977	5948	4428
QPX_transcriptome_v1_Contig_2978	967	296
QPX_transcriptome_v1_Contig_2979	263	167
QPX_transcriptome_v1_Contig_298	4740	2179
QPX_transcriptome_v1_Contig_2980	691	238
QPX_transcriptome_v1_Contig_2981	1998	1662
QPX_transcriptome_v1_Contig_2982	2870	1052
QPX_transcriptome_v1_Contig_2983	1516	914
QPX_transcriptome_v1_Contig_2984	1539	1021
QPX_transcriptome_v1_Contig_2985	2087	1255
QPX_transcriptome_v1_Contig_2986	1607	557
QPX_transcriptome_v1_Contig_2987	1617	832
QPX_transcriptome_v1_Contig_2988	830	1016
QPX_transcriptome_v1_Contig_2989	4341	1806
QPX_transcriptome_v1_Contig_299	6328	1684
QPX_transcriptome_v1_Contig_2990	512	252
QPX_transcriptome_v1_Contig_2991	6808	3007
QPX_transcriptome_v1_Contig_2992	4108	2508
QPX_transcriptome_v1_Contig_2993	358	181
QPX_transcriptome_v1_Contig_2994	2570	1431
QPX_transcriptome_v1_Contig_2995	1253	706
QPX_transcriptome_v1_Contig_2996	1412	411
QPX_transcriptome_v1_Contig_2997	580	302
QPX_transcriptome_v1_Contig_2998	1685	834
QPX_transcriptome_v1_Contig_2999	3928	2560
QPX_transcriptome_v1_Contig_3	351405	229933
QPX_transcriptome_v1_Contig_30	9202	2742
QPX_transcriptome_v1_Contig_300	3507	1780
QPX_transcriptome_v1_Contig_3000	1819	572
QPX_transcriptome_v1_Contig_3001	3015	1336
QPX_transcriptome_v1_Contig_3002	5030	1940
QPX_transcriptome_v1_Contig_3003	296	403
QPX_transcriptome_v1_Contig_3004	2002	1697
QPX_transcriptome_v1_Contig_3005	5087	2701
QPX_transcriptome_v1_Contig_3006	5316	1079
QPX_transcriptome_v1_Contig_3007	730	492
QPX_transcriptome_v1_Contig_3008	1033	767
QPX_transcriptome_v1_Contig_3009	3359	1985
QPX_transcriptome_v1_Contig_301	5458	2586
QPX_transcriptome_v1_Contig_3010	14168	6760
QPX_transcriptome_v1_Contig_3011	371	196
QPX_transcriptome_v1_Contig_3012	1128	749
QPX_transcriptome_v1_Contig_3013	3425	1415
QPX_transcriptome_v1_Contig_3014	2372	695
QPX_transcriptome_v1_Contig_3015	2355	652
QPX_transcriptome_v1_Contig_3016	278	268
QPX_transcriptome_v1_Contig_3017	4133	2634
QPX_transcriptome_v1_Contig_3018	2070	992
QPX_transcriptome_v1_Contig_3019	595	385
QPX_transcriptome_v1_Contig_302	7426	1852
QPX_transcriptome_v1_Contig_3020	68	139
QPX_transcriptome_v1_Contig_3021	5993	3872
QPX_transcriptome_v1_Contig_3022	4748	1260
QPX_transcriptome_v1_Contig_3023	3249	2251
QPX_transcriptome_v1_Contig_3024	2919	925
QPX_transcriptome_v1_Contig_3025	340	140
QPX_transcriptome_v1_Contig_3026	832	313
QPX_transcriptome_v1_Contig_3027	2675	1483
QPX_transcriptome_v1_Contig_3028	4766	1228
QPX_transcriptome_v1_Contig_3029	5531	2715
QPX_transcriptome_v1_Contig_303	4161	2893
QPX_transcriptome_v1_Contig_3030	2205	1524
QPX_transcriptome_v1_Contig_3031	2697	2052
QPX_transcriptome_v1_Contig_3032	1880	482
QPX_transcriptome_v1_Contig_3033	5102	2337
QPX_transcriptome_v1_Contig_3034	651	304
